0,0,0,0,0,0
0.72,0.01256604,0.025129434,0.037687538,0.050237709,0.062777307
1.44,0.025130095,0.050239031,0.075305677,0.100308971,0.125227945
2.16,0.037690183,0.075308978,0.112785241,0.150048313,0.187028262
2.88,0.050244318,0.100319515,0.150057492,0.199292195,0.247860614
3.6,0.06279052,0.125250958,0.187054357,0.24787997,0.30741628
4.32,0.075326806,0.150083726,0.223708636,0.295654808,0.365398293
5.04,0.087851197,0.174798365,0.259954224,0.34246461,0.42152413
5.76,0.100361715,0.199375575,0.29572631,0.388162876,0.475528257
6.48,0.112856385,0.223796233,0.330961592,0.432609546,0.527164488
7.2,0.125333234,0.248041418,0.365598468,0.475671789,0.576208128
7.92,0.137790291,0.272092436,0.399577234,0.517224748,0.622457893
8.64,0.150225589,0.295930845,0.432840266,0.557152231,0.665737578
9.36,0.162637165,0.319538476,0.465332201,0.59534734,0.705897453
10.08,0.175023059,0.34289746,0.497000108,0.631713042,0.74281538
10.8,0.187381315,0.365990246,0.527793645,0.666162668,0.776397635
11.52,0.199709981,0.38879963,0.557665215,0.69862035,0.806579432
12.24,0.21200711,0.411308771,0.586570107,0.729021378,0.83332514
12.96,0.224270761,0.433501215,0.614466625,0.757312489,0.856628202
13.68,0.236498997,0.455360916,0.641316213,0.783452072,0.876510743
14.4,0.248689887,0.476872256,0.667083559,0.807410309,0.893022892
15.12,0.260841506,0.498020065,0.691736698,0.829169222,0.906241812
15.84,0.272951936,0.518789641,0.715247091,0.848722655,0.916270466
16.56,0.285019262,0.539166766,0.737589706,0.866076171,0.923236119
17.28,0.297041582,0.559137726,0.758743071,0.881246879,0.927288611
18,0.309016994,0.578689326,0.778689326,0.894263182,0.928598404
18.72,0.32094361,0.59780891,0.797414255,0.905164452,0.92735445
19.44,0.332819545,0.616484372,0.814907312,0.914000641,0.923761886
20.16,0.344642923,0.634704175,0.831161625,0.920831819,0.918039587
20.88,0.356411879,0.652457362,0.846173994,0.925727653,0.910417621
21.6,0.368124553,0.66973357,0.859944873,0.928766827,0.901134617
22.32,0.379779096,0.686523045,0.872478342,0.930036404,0.890435084
23.04,0.391373667,0.702816648,0.883782058,0.929631145,0.878566716
23.76,0.402906436,0.718605871,0.893867207,0.927652778,0.865777709
24.48,0.414375581,0.733882844,0.902748429,0.924209228,0.852314121
25.2,0.425779292,0.748640345,0.910443744,0.919413818,0.838417304
25.92,0.437115767,0.762871808,0.916974456,0.913384443,0.824321444
26.64,0.448383216,0.776571328,0.922365053,0.906242712,0.810251222
27.36,0.459579861,0.789733669,0.92664309,0.898113093,0.79641963
28.08,0.470703932,0.802354271,0.929839069,0.889122032,0.783025971
28.8,0.481753674,0.81442925,0.931986301,0.879397079,0.770254051
29.52,0.492727342,0.825955405,0.933120764,0.869066018,0.758270585
30.24,0.503623202,0.836930216,0.933280951,0.858256004,0.74722384
30.96,0.514439534,0.847351853,0.932507711,0.847092713,0.73724252
31.68,0.52517463,0.857219166,0.930844077,0.835699524,0.728434898
32.4,0.535826795,0.866531695,0.928335094,0.824196719,0.720888221
33.12,0.546394347,0.875289661,0.925027639,0.81270072,0.714668362
